singer,song,album,lyrics
Tarkan,Gitme,A Acayipsin,"Ne vakit gelsen aklıma
Bir yıldız düşer içime
Seni görürüm o anda
Yağar yağmur avucuma
Gidersen doğmaz güneşim
Sarar gözlerimi acı bir telaş
Gitme desem canım
Kalır mısın benimle
Gitme desem canım
Sever misin beni yine
Gitme gitme gitme ah gitme
Gitme gitme gitme ah gitme
Geceler sabahsız
Ömrüm baharsız
Sensiz kalırsam
Ölürüm yalansız
Gitme gitme gitme ne olur
Gitme gitme gitme ne olur Kıvrım kıvrım saçların
Islanır ben dokununca
Ne vakit gelsen aklıma
Durdururum zamanı
Gidersen doğmaz güneşim
Sarar gözlerimi acı bir telaş
Gitme desem canım
Kalır mısın benimle
Gitme desem canım
Sever misin beni yine
Gitme gitme gitme ah gitme 
Gitme gitme gitme ah gitme
Geceler sabahsız 
Ömrüm baharsız 
Sensiz kalırsam 
Ölürüm yalansız 
Gitme gitme gitme ne olur 
Gitme gitme gitme ne olur"
Tarkan,Gitti Gideli,Karma,"Vazgeç, direnme kalbim 
Vazgeç, bekleme 
Sesini duyan yok, 
Boşa sitem etme 
Unut onun gibi, unut sen de 
Kaç kez denedim; 
seni silmeyi bir kalemde 
Ne çare 
Kaç kez öldüm o uykusuz gecelerde 
Anılarla avudum senelerce 
Hep başucumda, hala saklarım, her sözü vurgun o satırları 
Yok! Yırtıp atamadım 
Hayır yakamadım 
O mektubu bırakıp gitti gideli 
Ne aradı, ne sordu 
Vefasız uyuttu beni 
Buralarda zaman durdu, 
Ah dönmedi, unuttu beni 
Bir sabah alıp seni benden gittin bu diyardan 
Hazin bir mektup yadigar kalan 
Senden bana son hatıran"
Tarkan,Gül Döktüm Yollarına,Aacayipsin,"Gözlerinden okunuyor
Beni seviyorsun
Sözlerin seni ele veriyor
Sen de istiyorsun
Eninde sonunda benim olacaksın
Hadi naz yapma
Sevgiyi, aşkı bende bulacaksın
Yabana atma
Bıktırma, usandırma
Yeter beni kızdırma
Gel artık kollarıma
Gül döktüm yollarına
Gel gündüzle gece olalalım
Gel gökyüzünde yıldız olalım
Seninle mutlu yarınlara koşalım
Gel beraber mesut olalım
Geçmiyor ki sensiz geceler
Rüyalar yetmiyor
İsyan ediyor içimde sevgiler
Sabrım tükeniyor"
Tarkan,Gülümse Kaderine,Dudu,"Değer mi hiç? 
Boş yere küsme düşlerine 
İnan Onun da yanına kalmaz 
Bırak gitsin üzülme
Hayat sevenlerin yanındadır
Unutma
Gülümse kaderine
Yak bütün fotoğrafları
Ona ait bütün eşyaları
Bu gece ümitlerini al koynuna 
Gün doğmadan unut insafsızı
Kader buluşturdu Kader ayırdı 
O aşka inanmadı 
Sil gözyaşlarını 
Sakın ağlama 
O kalbinle oynadı 
Hayat sevenleri korur 
Ateşe atmaz 
Gülüm Sana kıyamadı
Yak bütün fotoğrafları
Ona ait bütün eşyaları 
Bu gece ümitlerini al koynuna 
Gün doğamdan unut insafsızı"
Tarkan,Gün Gibi,Metamorfoz,"bir başka yakıyor onun ateşi
öpüşü, iç çekişi , gülüşü bir başka
kalbimde baş köşededir yeri
huzura kavuştum kollarında
avare kuytularda biçareydim
buz gibi soğuktu yanlızlığım
gecelerimin
gün gibi doğdu yarim
zifiri karanlığıma
tam ümidi kesmişken yetişti imdadıma
bundan böyle ben ölsem de gam yemem
bu dünyanın kederi yükü vız gelir bana
çok çekti çok
çok üzüldü çok
habire alev alev yandı
söndü bu yürek ama yinede yitirmedi o
aşka inancını
sonunda yüzüne güldü felek
avare kuytularda biçareydim
buz gibi soğuktu yanlızlığım
gecelerimin
gün gibi doğdu yarim
zifiri karanlığıma
tam ümidi kesmişken yetişti imdadıma
bundan böyle ben ölsemde gam yemem
bu dünyanın kederi yükü vız gelir bana
lafı mı olur?
o istede varım yoğum herşeyim onun
o istede bu can feda bir bakışına
tutuşunca tenim teninde
zaman durur sanki
onun bir nefesine"
Tarkan,Hadi Bakalım (Feat. Ozan Çolakoğlu),01,"Yerimiz mi dar yoksa yenimiz mi dar
Ne var?
Uçurmuş herkes o da kim oluyor
Sen kimsin kim bunlar
En büyük kim?
Hadi bakalım kolay gelsin
Bir acayip zor yarış
Bana ne aman ben anlamam
Pek hesaplı ince iş
Sen seni bil, sen seni Sen sıkı tut çeneni
Eline diline hâkim ol
Sonra öcüler yer seni
Dikkaaaaaaat!
Ah içimizde ne aç hevesler
Arada hicaz arada caz nefesler
Bir yanımız her duruma müsait
Ne kadar uyarsa o kadar ister
Aaaaaahhhhh"
Tarkan,Hatasız Kul Olmaz,Yine Sensiz,"Hatasız kul olmaz, hatamla sev beni 
Dermansız dert olmaz, dermana sal beni 
Kaybettim kendimi, ne olur bul beni 
Yoruldum halim yok, sen gel de al beni 
Feryada gücüm yok, feryatsız duy beni 
Sevenlerin aşkına, ne olur sev beni 
Sev beni 
Bu feryat, bu hasret öldürür aşk beni 
Uzaktan olsa da, razıyım sev beni Razıyım sev beni 
Ümitsiz yaşanmaz, sevmemek elde mi 
Can demek, sen demek, gelde gör bendemi 
Sözünde sitem var, kalptemi dildemi 
Tez elden haber ver, o gönlün eldemi 
Feryada gücüm yok, feryatsız duy beni 
Sevenlerin aşkına, ne olur sev beni 
Sev beni"
Tarkan,Hepsi Senin Mi,Aacayipsin,"Başkası olma, kendin ol 
Böyle çok daha güzelsin 
Ya gel bana sahici sahici 
Ya da anca gidersin 
Anasının kuzusu 
Ciğerimin köşesi 
Kız bu neyin cakası 
Kız hepsi senin mi? 
Hepsi senin mi? 
Oynama şıkıdım şıkıdım 
Ah yanar döner, a-acayipsin Ne deli ne de divaneyim 
Biliyorum sonunu 
Sanma uğruna viraneyim 
Beyenmedim oyununu 
Oynama şıkıdım şıkıdım 
Ah yanar döner, a-acayipsin 
Hadi kasıl, hadi kapris yap 
Hadi ben çekerim razıyım 
You are the best 
You are the top 
Hadi, emrine amadeyim"
Tarkan,Her Nerdeysen,Karma,"Ne kartpostallar yolladım 
Arasına resimler koydum 
Kaç eylül daha geçti, bir cevap alamadım, 
Ama ben bekliyorumama yok yazmıyorsun 
Peki, o zaman öyle olsun 
Kırılan kalbim olsun 
Dalgaların, denizlerin, selamı var herkesin 
Öp dediler yanaklarından, 
bir kere de bizim için 
Nerdeysen, ama nerdeysen 
Kimleysen, her nerdeysen 
Radyoda o şarkıyı 
bu sabah gene dinledim Tam evden çıkıyordum, 
bir garip oldu içim 
Ama ben bekliyorum 
ama yok gelmiyorsun 
Peki, o zaman öyle olsun 
Kırılan kalbim olsun 
Çocukların, balıkçıların 
selamı var martıların 
Öp dediler gözlerinden, 
bir kere de bizim için 
Nerdeysen, ama nerdeysen 
Kimleysen, her nerdeysen"
Tarkan,Her Şey Fani,,"Ne olur böyle yapma, yapma 
Boynumu bükme, kesip atma 
Yol bu belirsiz, benden sapma 
Aşk öyle bitmez ki 
Bizi yakma
Nedir bu kavgan kendinle 
Be belalı? 
Rahat bırak kalbini 
O, sevdalı
Bi soluklan, bi dinle 
Bi bak ne söylüyor, 
Bi duy içindeki çığlığı, feryadı
Giderim ben de gitmek ne ki 
Daha anlamadın, sen git peki 
Yalnızız zaten 
Dünya hali 
Ben ona yanarım her şey fani Nedir bu kavgan kendinle 
Be belalı? 
Rahat bırak kalbini 
O, sevdalı 
Bi soluklan, bi dinle 
Bi bak ne söylüyor, 
Bi duy içindeki çığlığı, feryadı 
Gelmişler, geçmişler 
Kimler kimler 
Ya seçmişler firarı 
Ya kalıp ısrarı 
Ya semah misali 
Dönmüşler ışığa 
Ya şaşıp 
Elden ele düşen pula"
Tarkan,Her Şeye Rağmen (& Enbe Orkestrası),Kalbim,"Kan, keder, gözyaşı ve ümit her şeye rağmen
Yaşamak inadına, vazgeçmiyor sızım sızım sızlarken
Kaç bin yıllık bir kıyımdır bu
Nasıl direniyor insan hala
Gerçekten ümit var mı
Ah bunca günahla
Bari sen bırakma ellerimi
Bari sen yapma
Şimdi her zamandan daha fazla sarılmalıyız aşka
Yanıyor dünya
Sonumuz yakın
Gel bütün gücünle kalbime tutun
Ağlıyor dünya
Halimiz hazin
Sevişmeliyiz, aşk da yoksa; yoksun, yokum"
Tarkan,Hodri Meydan,,"Senin bana bu yaptığın
Söyle hangi kitaba sığar?
Bir güldürdünse 
On ağlattın 
Şahidim yıllar 
Hiç bitmedi gitti ızdırabın 
Bu ceza nereye kadar 
Ben çeke çeke sineye 
Nihayetinde oldum isyankar 
Ama ne yaptıysan Olmadı, olmadı 
Bozamadın ki beni dünya 
Ben ille de inadına inadına 
Toz pembe bakıyorum hayata 
Bana sökmedi numaraların 
Saptıramadın doğrumdan Dünya Ben ille de inadına inadına 
Ümitle tutunuyorum hayata 
Bak dimdik ayaktayım 
Yıkamadın hala 
Yoluma ne tuzaklar kurdun da 
Yaktım çıranı 
Başına belayı aldın bu defa 
Hadi hodri meydan! 
Kahpe dünya 
Elinden geleni ardına koyma 
Görelim, bakalım 
Kim kimi adam edecek sonunda 
Hadi hodri meydan! 
Hadi hodri meydan!"
Tarkan,Hop De (Feat. İskender Paydaş),Let Love In,"Ooo Ooo Ooo
Kov kov o şeytanları
Kov kafandan uzağa
O cin fikirlerin seni sonunda düşürmeden tuzağa
Koş koş hadi yakala
Bence bu son treni kaçırma
Benim gibi kalenderini bulamaz ararsın mumla
Azıcık eğ o dik başını be güzelim
Arala kapını arala da gireyim
O kör olası gururunu bi alt et gel de varımı yoğumu
Her şeyimi önüne sereyim
Sen senin hakkından eğer gelemiyorsan
Seni izin ver de ben yola getireyim o zaman
Hop de kendine hop de bi an
Kop gel hadi kop da gel inadından
Hele çak hele durumu bi çak da
Gör bak neler olacak sonra
Sap sokağıma sap ki şu an
Kap beni kadere kaptırmadan
Hele tak hele koluna bi tak da
Gör bak neler olacak sonra
Hop de kendine hop de bi an
Kop gel hadi kop da gel inadından
Hele çak hele durumu bi çak da
Gör bak neler olacak sonra
Sap sokağıma sap ki şu an
Kap beni kadere kaptırmadan
Hele al hele koynuna bi al da
Gör bak neler olacak sonra
Ooo Ooo Ooo Ooo
Yak yak beni yak amma arada bi su serp yangınıma
Dağ dağa kavuştu biz kavuşamadık
Keçileri kaçıracağım sonunda
Kaç kaç da nereye kadar
Fazla naz aşkı yorar
Aklını başına topla da gel bak bir bir uçup gidiyor yıllar
Azıcık eğ o dik başını be güzelim
Arala kapını arala da gireyim O kör olası gururunu bi alt et gel de varımı yoğumu
Her şeyimi önüne sereyim
Sen senin hakkından eğer gelemiyorsan
Seni izin ver de ben yola getireyim o zaman
Hop de kendine hop de bi an
Kop gel hadi kop da gel inadından
Hele çak hele durumu bi çak da
Gör bak neler olacak sonra
Sap sokağıma sap ki şu an
Kap beni kadere kaptırmadan
Hele tak hele koluna bi tak da
Gör bak neler olacak sonra
Hop de kendine hop de bi an
Kop gel hadi kop da gel inadından
Hele çak hele durumu bi çak da
Gör bak neler olacak sonra
Sap sokağıma sap ki şu an
Kap beni kadere kaptırmadan
Hele al hele koynuna bi al da
Gör bak neler olacak sonra
Ooo Ooo Ooo Ooo
Hop de kendine hop de bi an
Kop gel hadi kop da gel inadından
Hele çak hele durumu bi çak da
Gör bak neler olacak sonra
Sap sokağıma sap ki şu an
Kap beni kadere kaptırmadan
Hele tak hele koluna bi tak da
Gör bak neler olacak sonra
Hop de kendine hop de bi an
Kop gel hadi kop da gel inadından
Hele çak hele durumu bi çak da
Gör bak neler olacak sonra
Sap sokağıma sap ki şu an
Kap beni kadere kaptırmadan
Hele bak hele tadıma bi bak da
Gör bak neler olacak sonra
Söz ve Müzik : Tarkan"
Tarkan,Hop De (ft. İskender Paydaş),Zamansız Şarkılar II,"Kov kov o şeytanları,
Kov kafandan uzağa
O cin fikirlerin seni
Sonunda düşürmeden tuzağa
Koş koş hadi yakala,
Bence bu son treni kaçırma
Benim gibi kalenderini
Bulamaz ararsın mumla!
Azıcık eğ o dik başını be güzelim,
Arada kapını arala da gireyim,
O körolası gururunu bir alt et gel,
Ya varımı yoğumu, her şeyimi önüne sereyim
Sen, senin hakkından eğer gelemiyorsan,
Seni izin ver de ben yola getireyim o zaman
Hop de kendine hop de bi' an,
Kop gel hadi kop da gel inadından
Hele çak, hele durumu bir çak da,
Gör bak neler olacak sonra
Sap sokağıma sap ki şu an,
Kap beni kap ele kaptırmadan
Hele tak, hele koluna bir tak da,
Gör bak neler olacak sonra
Hop de kendine hop de bi' an,
Kop gel hadi kop da gel inadından
Hele çak, hele durumu bir çak da,
Gör bak neler olacak sonra
Sap sokağıma sap ki şu an,
Kap beni kap hele kaptırmadan
Hele al, hele koynuna bir al da,
Gör bak neler olacak sonra
***
Yak, yak beni yak ama,
Arada bir su serp yangınıma
Dağ dağa kavuştu, biz kavuşamadık
Keçileri kaçıracağım sonunda
Kaç kaç da nereye kadar? 
Fazla naz aşık yorar
Aklını başına topla da gel bak, 
Bir bir uçup gidiyor yıllar
Azıcık eğ o dik başını be güzelim,
Arada kapını arala da gireyim,
O körolası gururunu bir alt et gel,
Ya varımı ya yoğumu, her şeyimi önüne sereyim Sen, senin hakkından eğer gelemiyorsan
Seni izin ver de ben yola getireyim o zaman
Hop de kendine hop de bi' an,
Kop gel hadi kop da gel inadından
Hele çak, hele durumu bir çak da, 
Gör bak neler olacak sonra
Sap sokağıma sap ki şu an, 
Kap beni kap ele kaptırmadan
Hele tak hele koluna bir tak da 
Gör bak neler olacak sonra
Hop de kendine hop de bi' an,
Kop gel hadi kop da gel inadından
Hele çak, hele durumu bir çak da,
Gör bak neler olacak sonra
Sap sokağıma sap ki şu an, 
Kap beni kap ele kaptırmadan
Hele al hele koynuna bir al da,
Gör bak neler olacak sonra
***
Hop de kendine hop de bi' an,
Kop gel hadi kop da gel inadından
Hele çak, hele durumu bir çak da,
Gör bak neler olacak sonra
Sap sokağıma sap ki şu an,
Kap beni kap ele kaptırmadan
Hele tak hele koluna bir tak da,
Gör bak neler olacak sonra
Hop de kendine hop de bi' an,
Kop gel hadi kop da gel inadından
Hele çak, hele durumu bir çak da,
Gör bak neler olacak sonra
Sap sokağıma sap ki şu an,
Kap beni kap ele kaptırmadan
Hele al hele koynuna bir al da, 
Gör bak neler olacak sonra
Hop de kendine hop de bi' an,
Kop gel hadi kop da gel inadından
Hele çak, hele durumu bir çak da,
Gör bak neler olacak sonra
Sap sokağıma sap ki şu an, 
Kap beni kap ele kaptırmadan
Hele bak hele tadıma bir bak da,
Gör bak neler olacak sonra"
Tarkan,Hop Hop,Metamorfoz,"Hop hop bol keseden atıp tutma
Vıdı vıdı edip asabımı bozma
Hadi paşa paşa kabul et
Hadi hadi
Hep aynı hikaye
Aynı tas aynı hamam nafile
Hep aynı sonu meçhul vaatler
Al birini vur ötekine
Sanki alnımızın orta yerinde
Enayi yazıyor bir de
Gözümüzün içine baka baka
Pusu kuruyorlar bize
Hop hop bol keseden atıp tutma
Vıdı vıdı edip asabımı bozma
Hadi hadi paşa paşa kabul et
Hadi sabrımı taşırma
Hop hop delip geçip kalbimizi
Bir kalemde sattınız cümlemizi
Hani hani hepimiz birimiz
Birimiz hepimiz hepimiz içindi
Sen o cicili bicili yalanlarını
Gel de külahıma anlat
Demode bu numaralar yemezler
Adımını denk at Hadi anca beraber kanca beraber idik
Unuttun bak
Bir elin yağda bir elin balda
Bu ne saltanat
Çivi gibi çivi gibi olmak lazım
Bu deli gidişe kafa tutmak lazım
Dünya mı tersine dönüyor
Yoksa ben miyim bu başı dönen
Kulu kula kul etmiş bizi
Aldatmış bu düzen
Elini veren kolunu kaptırıyor
Uyanık olmalı bu zamanda
Huyuna suyuna gitmeyip
Meydan okumalı alayına
Her yazılana çizilene tav olup inanma
Her söylenene her anlatılana sakın ola kanma
Sıkı sıkı tutun hakikatin yolundan dönme
Sen şeytana uyup ta ipin ucunu kaçırma
Kolla kalbini kendini bozma
Hakkımızın hesabını soralım hadi
Bir olup ta direnelim gel
Haykıralım isyanımıza hadi
Hadi hep beraber"
Tarkan,Hüp,Karma,"Kalpten kalbe bir yol varsa
Bu aşktır elbet
Rüzgarın yetti bana
Koptu bir kıyamet
Aç kapını,ben geldim
Giydiğim ateşten gömlek
Kuş sütüyle beslerim seni
Mis yerine koklarım seni
Kalbimin sarayları senin
Sen ağlat,ben severim seni
El üstünde tutarım seni Dizimde uyuturum seni
Kalbimin sarayları senin
Ben seni yaşatırım seni
Tut kolumdan çek götür beni
Hüüüüp diye içine çek beni
Yalnız taştan duvar olmaz
Bunu yaz bir yere
Sarılıp yatmazsam uyku girmez gözüme
Dünya gözümde değil
Olmuşum sana pervane"
Tarkan,I Wanna Hear Love Speak,Yine Sensiz,"don't speak, you are beatiful 
don't say a word at all
look at me, I hear your voice in my
head like a song in an al
time skin next to mine 
am I lost in a dream?
do yo really wanna let us slip away?
If you say it,do you mean it?
If you feel it, let me see it!
If you want me now , I wanna hear love speak 
when you dance with your heart in motion
you pull me in just a little closer 
don't say a word ,I wanna hear love speak
why be so afraid of the silence?
all the day with the beats in your
hair , what you don't say 
sets me feel like flames of the fire
like heat gettin' higher
talk to me with your eyes so that I can believe
show me love deeper than words
If you say it,do you mean it?
If you feel it, let me see it!
If you want me now , I wanna hear love speak 
when you dance with your heart in motion
you pull me in just a little closer 
don't say a word ,I wanna hear love speak If you say it,do you mean it?
If you feel it, let me see it!
If you want me now , I wanna hear love speak 
when you dance with your heart in motion
you pull me in just a little closer 
don't say a word ,I wanna hear love speak
don't say a word 
let me feel it
you can't conceal it,
if the connection ' s deep
uuuhhh, if this is meant to be 
then you'll have too speech
If you say it 
If you feel it
1f you want me now, I wanna hear love speak
when you dance with your heart in motion
you pull me in just a little closer
don't say a word , I wanna hear love speak
If you say it,do you mean it?
If you feel it, let me see it!
If you want me now , I wanna hear love speak 
when you dance with your heart in motion
you pull me in just a little closer 
don't say a word ,I wanna hear love speak"
Tarkan,I'm Gonna Make U Feel Good,Come Closer,"I'm not as innocent as I seem
Focus on me baby let the phone ring
I don't wanna speak, I just wanna see
What you're writing with your sweat on my skin
Baby what you're doing down there?
Come on, bring your dirty mind upstairs
And if the tap drips let it overflow into a river
Running straight down the middle of the street
I'm gonna make you feel good
Get with the freaky mood I'm in
Baby you don't have to do a thing
I'm gonna make you feel good
Spinning around inside your brain
Like a sexy kind of hurricane
I ooo I ooo, I'm gonna make you feel good
I ooo I ooo, I'm gonna make you feel good
I don't wanna go to work today
Call in stay at home and concentrate on me
The only kind of stress is should we both undress And deciding in which room we're gonna play
Now you're ready for senses overload
And all our clothes lay scattered on the floor
Something's gotta give but no one's gonna leave
Cause your body is just about to explode
I'm gonna make you feel good
Get with the freaky mood I'm in
Baby you don't have to do a thing
I'm gonna make you feel good
Spinning around inside your brain
Like a sexy kind of hurricane
I'm the love that you get high on
I wrote a script with you in mind
Pull the shades let's do it with the lights on
Show me what you've got tonight
I ooo I ooo, I'm gonna make you feel good
I ooo I ooo, I'm gonna make you feel good
Chorus"
Tarkan,If Only You Knew,Come Closer,"It was the night
Before the harvest moon
I barely caught my breath
Looking at you
Oh, love is the sweetest pain inside
Oh, and the answer to it all is right there in your eyes
I think I could die tonight
And know that I don't have to live again
And make love for hours 'til our bodies join
And your skin is my skin
If I could take the sun and take the moon
And make tomorrow wait
If only I, if only I knew the way
If I could speak
Release this quiet storm
And let you see my heart
Open and warm Oh, maybe then you could ease the pain
Oh, maybe this longing in my soul will make you wanna stay
I think I could die tonight
And know that I don't have to live again
And make love for hours 'til our bodies join
And your skin is my skin
If I could take the sun and take the moon
And make tomorrow wait
If only I knew the way
If I could take
The stars and write your name
If I could stop this fire
And make it rain
Oh, I would be free of loving you
Oh, if only you were mine
If only you knew"
Tarkan,In Your Eyes,Come Closer,"Did you know
That I would be all right
If I had you by my side
Do you know
If I got you in my life
In you I would confide
Something about your love
Something about your love
Something about your love
Cause it's in your eyes
And I feel like I've been waiting
A thousand nights for you, for you
Baby you can't hide and I know you feel the same
It's in your eyes, it's in your eyes, in your eyes
Gonna gonna get u I don't care, I don't care whatever
Baby you're the one that I want, that I want forever
Did you think
That it would come to this, I'd give in To everything that you desire
Cause I know that we were meant to be
It's destiny
Only with you I feel alive
Something about your love
Something about your love
Something about your love
Cause it's in your eyes
And I feel like I've been waiting
A thousand nights for you, for you
Baby you can't hide and I know you feel the same
It's in your eyes, it's in your eyes, in your eyes
Gonna gonna get u I don't care, I don't care whatever
Baby you're the one that I want, that I want forever
When you look at me I can see we were meant together
Gotta gotta get you cause I konw that it's now or never
Chorus"
